Unnamed: 0,WEBJRGA,辞書データ
1164,いんとう,咽頭
1165,いんとく,陰徳
1166,いんとく,隠匿
1167,いんとん,隠遁（いんとん）
1168,いんにんじちょう,隠忍自重
1169,いんねん,因縁
1170,いんのう,陰のう
1171,いんび,隠微
1172,いんび,淫靡（いんび）
1173,いんぺい,隠蔽（いんぺい）
1174,いんぼう,陰謀
1175,いんめつ,隠滅
1176,いんゆしつぎ,引喩失義
1177,いんらん,淫乱
1178,いんれき,陰暦
1179,いんろう,印籠
1182,う,ウ
1183,う,卯（う）
1184,う,芋（う）
1188,ういういしい,初々しい
1191,ういざん,初産
1192,ういず,ウイズ
1193,ういてんぺん,有為転変
1194,ういっぐ,ウイッグ
1196,ういんどうず,Ｗｉｎｄｏｗｓ
1197,うえ,うえ
1199,うぇぶ,ウェブ
1202,うえあ,ウエア
1203,うえかえ,植え替え
1204,うえき,植木
1205,うえした,上・下
1206,うえる,植える
1207,うえるかむ,ウエルカム
1209,うえん,迂遠（うえん）
1211,うおうさおう,右往左往
1212,うおがし,魚河岸
1217,うぇれっと,ウォレット
1218,うおっしゅ,ウオッシュ
1219,うおっち,ウオッチ
1220,うかい,ウ飼い
1221,うかい,迂回
1222,うがい,うがい
1223,うかがい,伺い
1224,うかがい,伺
1225,うかがう,伺う
1226,うかがう,うかがう
1227,うかとうせん,羽化登仙
1228,うかつ,うかつ
1229,うがつ,うがつ
1230,うき,雨期
1231,うき,浮き
1232,うきうきする,浮き浮きする
1233,うきがし,浮き貸し
1234,うきせいこう,雨奇晴好
1235,うきぶくろ,浮袋
1236,うきふね,浮舟
1237,うきぼり,浮き彫り
1238,うきみ,浮身
1239,うきみ,憂き身
1240,うきみ,浮き実
1241,うきめ,憂き目
1242,うきよ,浮世
1243,うぐいす,ウグイス
1244,うけ,請け
1245,うけあい,請け合い
1246,うけおい,請負
1247,うけおう,請け負う
1248,うけがう,うけがう
1249,うけだす,受けだす
1250,うけだす,請け出す
1251,うけつけ,受け付け
1252,うけつけ,受付
1253,うけてたつ,受けて立つ
1255,うけとり,受け取り
1256,うけとり,受取
1257,うけ,うけ
1258,うけにいる,うけに入る
1259,うける,受ける
1260,うける,請ける
1261,うけわたし,受け渡し
1262,うけわたし,受渡
1263,うげん,右舷
1264,うごう,烏合
1265,うごきだす,動き出す
1266,うこさべん,右顧左眄
1267,うごしゅんじゅん,雨後春筍
1268,うごめく,うごめく
1269,うさ,憂さ
1270,うざい,うざい
1271,うさぎ,ウサギ
1272,うさぎどし,うさぎ年
1273,うさんくさい,うさんくさい
1274,うし,ウシ／牛
1275,うし,丑（うし）
1276,うし,齲歯（うし）
1277,うじ,うじ
1278,うしお,うしお
1279,うしふうへん,雨糸風片
1280,うしろだて,後ろ盾
1281,うしょう,鵜匠
1282,うじょう,有情
1283,うす,臼
1284,うず,渦
1285,うすうす,うすうす
1286,うずく,うずく
1287,うずくまる,うずくまる
1288,うずたかい,うずたかい
1289,うすのろ,うすのろ
1290,うすべお,護田鳥尾（うすべお）
1291,うずめる,うずめる
1292,うすら,薄ら
1293,うずら,ウズラ
1294,うずらまめ,ウズラマメ
1295,うせる,うせる
1296,うそ,うそ
1297,うぞうむぞう,有象無象
1298,うそつき,うそつき
1299,うそぶく,うそぶく
1300,うたう,歌う
1301,うたう,謡う
1302,うたう,うたう
1303,うたう,唄う
1304,うたう,詠う
1305,うたかいはじめ,歌会始
1306,うたかた,うたかた
1307,うたぐる,うたぐる
1308,うたげ,うたげ
1309,うたたね,うたた寝
1310,うたとり,疑取
1311,うたよみ,歌詠み
1312,うち,うち
1313,うち,うち
1314,うち,内
1315,うちあげ,打ち上げ
1316,うちうち,うちうち
1317,うちかけ,打ち掛け
1318,うちかけ,打掛け
1319,うちがわ,内側
1320,うちきる,打ち切る
1321,うちこむ,撃ち込む
1322,うちじに,討ち死に
1323,うちしょく,うち食
1324,うちそと,うち外
1325,うちづら,うち面
1326,うちでのこずち,打ち出の小づち
1327,うちぬく,打ち抜く
1328,うちのり,内のり
1329,うちまたこうやく,内股膏薬
1330,うちもの,打ち物
1331,うちやぶる,打ち破る
1332,うちょうてん,有頂天
1333,うちわ,うちわ
1334,うちわけ,内訳
1335,うつ,鬱（うつ）
1336,うつ,打つ
1337,うつ,討つ
1338,うつ,撃つ
1339,うつうつ,鬱々（うつうつ）
1340,うづき,卯月（うづき）
1341,うっくつ,鬱屈（うっくつ）
1342,うっけつ,うっ血
1343,うつしかえる,移し替える
1344,うつす,うつす
1345,うつす,写す
1346,うつす,映す
1347,うつす,移す
1348,うつす,移す
1349,うっすら,うっすら
1350,うっせき,鬱積（うっせき）
1351,うっそう,うっそう
1352,うったえかける,訴えかける
1353,うっちゃる,うっちゃる
1354,うつつ,うつつ
1355,うっとうしい,うっとうしい
1356,うってかわる,打って変わる
1357,うってつけ,うってつけ
1358,うっとうしい,うっとうしい
1359,うつびょう,うつ病
1360,うつぶせる,うつぶせる
1361,うっぷん,鬱憤（うっぷん）
1362,うつむく,うつむく
1363,うつりかわり,移り変わり
1364,うつろ,うつろ
1365,うつろう,移ろう
1366,うでおし,腕押し
1367,うでぐみ,腕組み
1368,うでずく,腕ずく
1369,うど,ウド
1370,うとい,疎い
1371,うどん,うどん
1372,うなぎ,ウナギ
1373,うなぎのぼり,うなぎ上り
1374,うなずく,うなずく
1375,うなばら,海原
1376,うなる,うなる
1377,うに,ウニ
1378,うぬぼれ,うぬぼれ
1379,うのみ,うのみ
1380,うば,乳母
1381,うば,うば
1382,うひとそう,烏飛兎走
1383,うぶ,うぶ
1384,うぶぎ,産着
1385,うぶげ,産毛
1386,うぶすな,産土
1387,うべかりし,うべかりし
1388,うま,ウマ／馬
1389,うま,午（うま）
1390,うまい,うまい
1391,うまがあう,馬が合う
1392,うまくいく,うまくいく
1393,うまずたゆまず,うまずたゆまず
1394,うまみ,うま味
1395,うまみ,うまみ
1396,うまや,うまや
1397,うまれつき,生まれつき
1398,うみ,うみ
1399,うみがめ,ウミガメ／海亀
1400,うむ,生む
1401,うむ,産む
1402,うめ,ウメ／梅
1403,うやうやしい,恭しい
1404,うやむや,うやむや
1405,うゆう,烏有
1406,うよきょくせつ,紆余曲折
1407,うらおもて,裏・表
1408,うらがき,裏書き
1409,うらがき,裏書
1410,うらがなしい,うら悲しい
1411,うらぎり,裏切り
1412,うらじおすとく,ウラジオストク
1413,うらづける,裏付ける
1414,うらないし,占い師
1415,うらぶれる,うらぶれる
1416,うらぼん,盂蘭（うら）盆
1417,うらみ,恨み
1418,うらみ,うらみ
1419,うらみぶし,恨み節
1420,うらやましい,うらやましい
1421,うららか,うららか
1422,うり,ウリ
1423,うりあげ,売り上げ
1424,うりあげ,売上
1425,うりかけ,売り掛け
1426,うりかけ,売掛
1427,うりきる,売り切る
1428,うりこし,売り越し
1429,うりこし,売越
1430,うりつける,売り付ける
1431,うりね,売値
1432,うる,うる
1433,うるうどし,うるう年
1434,うるうらない,売る売らない
1435,うるおう,潤う
1436,うるぐあい,ウルグアイ
1437,うるさがた,うるさ型
1438,うるし,ウルシ／漆
1439,うるむ,潤む
1440,うるわしい,麗しい
1441,うれい,愁い
1442,うれい,憂い
1443,うれしい,うれしい
1444,うれだす,売れ出す
1445,うれる,熟れる
1446,うろこ,うろこ
1448,うわぐすり,上薬
1449,うわぐすり,釉（うわぐすり）
1450,うわき,浮気
1451,うわぎ,上着
1452,うわごと,うわ言
1453,うわさ,うわさ
1454,うわずる,上ずる
1455,うわつく,浮つく
1456,うわて,上手
1457,うわのそら,上の空
1458,うわべ,うわべ
1459,うわまえ,上前
1460,うわめづかい,上目遣い
1461,うわや,上屋
1462,うんえんかがん,雲烟過眼
1463,うんえんひどう,雲烟飛動
1464,うんか,雲霞
1465,うんがいそうてん,運外蒼天
1466,うんがつく,運がつく
1467,うんき,温気（うんき）
1468,うんげん,繧繝（うんげん）
1469,うんこう,運行
1470,うんこう,運航
1471,うんじゅうまんえん,ウン十万円
1472,うんしゅうむさん,雲集霧散
1473,うんじょうりゅうへん,雲蒸竜変
1474,うんちく,うんちく
1475,うんちゅうはっかく,雲中白鶴
1476,うんてい,雲梯（うんてい）
1477,うんでいばんり,雲泥万里
1478,うんぷてんぷ,運否天賦
1479,うんぬん,うんぬん
1480,うんも,雲母
1481,うんよく,運よく
1490,えいき,英気
1491,えいき,鋭気
1492,えいこう,えい航
1493,えいこうだん,えい光弾
1494,えいごう,永劫（えいごう）
1495,えいこせいすい,栄枯盛衰
1496,えいし,衛視
1497,えいじ,嬰児（えいじ）
1498,えいしょえんせつ,郢書燕説
1499,えいすう,英・数
1500,えいせん,曳船（えいせん）
1501,えいぜん,営繕
1502,えいぞう,映像
1503,えいぞう,影像
1504,えいびとちゅう,曳尾塗中
1505,えいほう,鋭鋒
1506,えいまい,英邁
1507,えいや,「エイヤ」
1508,えいようしょくいん,栄養職員
1509,えいようえいが,栄耀栄華
1510,えいりょく,営力
1511,えがお,笑顔
1512,えかき,絵描き
1513,えがききる,描ききる
1514,えがたい,得難い
1515,えきせい,易姓
1516,えきしゃさんゆう,益者三友
1517,えきどめ,駅留め
1518,えきなか,駅ナカ
1519,えくせる,Ｅｘｃｅｌ
1520,えぐたん,エグ単
1521,えこう,回向
1522,えこじ,えこじ
1523,えこひいき,えこひいき
1524,えさ,餌
1525,えし,壊死（えし）
1526,えしかる,エシカル
1527,えじき,餌食
1528,えしゃじょうり,会者定離
1529,えしん,回心
1532,えすえすだぶりゅ,ＳＳＷ
1534,えすっけ,「Ｓ」っ気
1537,えすり,Ｅｓｒｉ
1538,えせ,えせ
1539,えそ,壊疽（えそ）
1540,えそらごと,絵空事
1541,えたい,えたい
1543,えっくすせだい,Ｘ世代
1544,えづけ,餌付け
1545,えっけん,謁見（えっけん）
1547,えっちょうなんし,越鳥南枝
1548,えづら,絵面
1549,えて,得手
1550,えてして,得てして
1551,えてふえて,得手・不得手
1552,えと,えと
1553,えど,穢土（えど）
1554,えとく,会得
1555,えどてっく,エドテック（EdTech)
1559,えび,エビ
1560,えびすかき,えびす舞（かき）
1561,えびすこう,えびす講
1562,えびちゃ,えび茶
1563,えふえぬぶい,ＦＮＶ
1564,えほう,恵方
1565,えぼし,えぼし
1566,えむえふえぬ,ＭＦＮ
1567,えむいち,Ｍ１
1569,えもいわれぬ,えも言われぬ
1570,えもしれぬ,えも知れぬ
1571,えもの,得物
1572,えもの,獲物
1573,えもん,衣紋
1574,えら,えら
1575,えらい,えらい
1577,えりあ,エリア
1578,えりぜに,えり銭
1579,える,得る
1580,える,獲る
1583,えろぐろ,「エロ・グロ」
1584,えろちっく,エロチック
1585,えん,冤（えん）
1586,えんいん,遠因
1587,えんえき,演繹（えんえき）
1588,えんえん,延々
1589,えんか,円価
1590,えんか,円貨
1591,えんか,演歌
1592,えんか,嚥下
1593,えんがい,掩蓋（えんがい）
1594,えんがく,縁覚
1595,えんかこしつ,煙霞痼疾
1596,えんがんことう,燕頷虎頭
1597,えんき,遠忌
1598,えんきょく,婉曲（えんきょく）
1599,えんげ,嚥下（えんげ）
1600,えんげん,淵源
1601,えんご,援護
1602,えんこうきんこう,遠交近攻
1603,えんこん,怨恨（えんこん）
1604,えんさ,怨嗟（えんさ）
1605,えんざい,冤罪（えんざい）
1606,えんじ,えんじ
1607,えんじゃく,燕雀
1608,えんすい,円すい
1609,えんずい,延髄
1610,えんすいきんか,遠水近火
1611,えんせい,厭世（えんせい）
1612,えんせき,縁戚
1613,えんせん,厭戦（えんせん）
1614,えんたい,掩体（えんたい）
1615,えんち,園地
1616,えんてい,堰堤（えんてい）
1617,えんだて,円建て
1618,えんてんかつだつ,円転滑脱
1619,えんづく,縁づく
1620,えんとういっかつ,鉛刀一割
1621,えんばく,エンバク
1622,えんぱわ,エンパワ
1623,えんびふく,えんび服
1624,えんぶしゅうぶん,偃武修文
1625,えんぶん,艶聞
1626,えんぺい,掩蔽（えんぺい）
1627,えんぼくきゅうぎょ,縁木求魚
1628,えんぼくけいちん,円木警枕
1629,えんま,えんま
1630,えんゆう,縁由
1631,えんゆうかい,園遊会
1632,えんりょきんゆう,遠慮近憂
1635,お,お
1636,お,緒
1639,おあいこ,お相こ
1640,おい,おい
1641,おいうち,追い打ち
1642,おいおい,おいおい
1643,おいかける,追い掛ける
1644,おいご,おい御
1645,おいさき,生い先
